reference,system,r1_f
"wir hören mit den ohren - doch die nötigen schallwellen nehmen wir auch mit unseren knochen auf und wahr. nun haben max - planck - forscher um tatjana tchumatchenko aus frankfurt entdeckt, dass schwingungen im knochen und im innenohr miteinander gekoppelt sind : sie können sich gegenseitig zur schwingung anregen. die entstehenden vibrationen nehmen wir dann über die so genannten basilarmembran im innenohr als ton wahr. ihre erkenntnis erkläre nun, warum wir eine stimulation des knochens genauso hören können wie schallwellen in der luft, so die wissenschaftler. mit dem entwickelten modell wollen sie nun das komplexe zusammenspiel zwischen flüssigkeitsdynamik und der knochenmechanik innerhalb des innenohrs besser verstehen. als fernziel stehen verbesserte klinische und kommerzielle","hohltonspektroskopie bezeichnet die messung von phonologischen oder akustischen geräuschen, die dadurch hervorgerufen werden, dass das hörorgan, das hörorgan eines menschen oder einer tierart, durch schall durch das hohlton hervorgerufen wird. die bezeichnungen hohltonspektroskopie und otoakustische kopplung werden in der medizin und auch in der akustik verwendet, um die geräusche durch lautsprecher zu erklären.",19.43
"ein fünftel aller kinder, die wegen wochenlangem husten einen arzt in großbritannien aufsuchen mussten, könnte keuchhusten haben - ohne dass dies richtig diagnostiziert wird. davor warnen kay wang von der university of oxford und seine kollegen. sie hatten bei 280kindern einen rachenabstrich vorgenommen, die wegen andauerndem husten zum arzt mussten : bei 20prozent wurden sie fündig und wiesen bordetella pertussis, das auslösende bakterium nach. viele dieser kinder waren zwar grundlegend geimpft worden, doch hatten sie entweder eine notwendige auffrischung verpasst oder diese lag zu lange zurück. da die schlimmsten symptome wie extreme hustenanfälle meist nachts stattfinden, stellten mediziner oft fehldiagnosen, weil die betroffenen kinder oder babys am morgen sich meist eher un","der begriff preschool-pertussis- booster-impfstoff ( pe3 ) bezeichnet einen impfstoff für kinder, die auf einen bestehenden fieber im schulalter seit einigen jahren aufmerksam machen. die ursprüngliche versuchsstudie aus dem jahr 2002 konnte zeigen, dass etwa 10 % aller kinder im schulalter einen fieber von mehr als zwei wochen aufweisen. die ergebnisse von schnittstudien sowie umfassender berichtsangaben über den einsatz solcher impfstoffe in den einzelnen ländern ( siehe belgien, deutschland",14.97
"stellen sie sich einen 80kilogramm schweren menschen vor, der über 110kilogramm in wenigen millisekunden mit seiner zunge vom boden heben kann, mit diesen worten beschreibt der zoologe thomas kleinteich von der christian - albrechts - universität kiel die extremen kräfte die südamerikanische schmuckhornfrösche der gattung ceratophrys mit ihrer zunge entwickeln können. die amphibien können damit beute fangen und zu sich heranziehen, die schwerer ist als sie selbst. kleinteich und seine kollegen hatte den amphibien im labor potenzielle nahrung hinter dem glas ihrer terrarien vorgesetzt, deren scheiben mit kraftsensoren ausgestattet waren. die frösche versuchten, diese insekten mit der zunge zu erhaschen, diese bliebe jedoch am glas haften. die messgeräte zeichneten dann auf,","die frogtongue ( dt.frog-tongue, engl. frog tongue ) ist ein bei vögeln und landwirbeltieren ( ceratophrys ) häufig eingesetztes instrument zur aufnahme von preißen aus dem wasser. in der biologie und medizin ist sie vor allem als ein hilfsmittel bei der futterung und beim transport von lebenden organismen bekannt. der frogtongue wird an der außenseite des wassers, an der innenseite der zunge, an der außenfläche des wassers",18.09
"arthur, bertha, cristobal, dolly, edouard, fay - so sollen die ersten sechs hurrikane heißen, die in der anstehenden wirbelsturmsaison durch den atlantik ziehen könnten. seit 1979 benennt das us - amerikanische national hurricane center die aufziehenden stürme abwechselnd mit männer - und frauennamen. doch diese praxis müssen die meteorologen eventuell noch einmal überdenken. denn hurrikane mit weiblichem titel werden offensichtlich von der bevölkerung weniger ernst genommen und führen deshalb zu mehr todesfällen als ihre männlichen gegenstücke. das zumindest legt eine auswertung eines gemischtgeschlechtlichen teams um kiju jung und sharon shavitt von der university of illinois in urbana - champaign nahe. im schnitt kommen","hurrikane mitmännlicher bezeichnung ( engl. masculinity-femininity index, mfi ) ist eine wissenschaftliche hypothese zur wirkung von hurrikaneindrücken. sie besagt, dass durch den gebrauch eines sturmes bzw. sturmes die männliche todeszahl deutlich höher liegt als die männliche todeszahl. während natürliche sturme bzw. sturm sehr ähnliche wirkungen auf die menschlichen gesundheiten haben, sind hurrikane mitmännliche namen wahrscheinlicher todeszahlen größer",14.94
"seit der sars - epidemie im jahr2003 kennen mediziner die coronaviren als unterschätzte krankheitserreger. gegen die viren, die gerade im nahen osten auch für das atemwegssyndrom ( mers ) verantwortlich sind, suchten mediziner bisher vergebens nach wirksamen gegenmitteln. ein internationales team um edward trybala von der schwedischen universität göteborg glaubt nun, einen schritt vorangekommen zu sein : sie entdeckten die antivirale chemische verbindung k22 und fanden heraus, wie sie die vermehrung der coronaviren in den wirtszellen blockiert. die forscher hatten zunächst in umfangreichen reihenuntersuchungen an menschlichen epithelzellen beobachtet, dass k22 - ein benzamid - relativ harmlose coronaviren blockiert, die sonst leichte erkältung",coronavirus 22 ( kurz : k22 ) ist ein akronym für englisch coronavirus. es handelt sich um ein virus aus der familie der coronaviridae.,12.9
"jedes jahr müssen zahlreiche patienten mit erkrankungen der speiseröhre schwer wiegende operationen über sich ergehen lassen, bei denen ganze abschnitte des organs entfernt und mit darm - oder magengewebe des patienten ersetzt werden. doch der eingriff gilt als schwierig und risikoreich. in einem biotechnischen ansatz ist es wissenschaftlern des karolinska instituts in schweden nun gelungen, das speiseröhrengewebe von ratten zusammen mit stammzellen des rattenknochenmarks zu züchten und zu transplantieren. mit erfolg : das organ wurde von den empfängertieren nicht abgestoßen und war voll funktionsfähig. paolo macchiarini und kollegen entfernten hierzu getöteten laborrattenmännchen die speiseröhren. sie streiften schonend die epithel - und bindege","die oesophageale sklerose ( oesophagie ) ist eine methode zur vollständigen entfernung von häutungsepithelzellen, die in der perfusionstechnik eingesetzt wird. in der praxis wird die oesophageale sklerose als einziges therapieverfahren bei der behandlung von oesophagien angewandt.",15.17
"die zahl der fische im ozean ist deutlich größer als bislang angenommen - zumindest wenn man bestimmte wassertiefen betrachtet. bis zu zehn milliarden tonnen an laternenfischen oder borstenmäulern - eine gruppe, die zu den so genannten großmundfischen gehört - leben demnach in wassertiefen zwischen 200 und 1000metern : zehnmal mehr, als bislang geschätzt wurden, so carlos duarte vom consejo superior de investigaciones científicas in madrid. bislang beruhten die schätzungen auf daten von fischtrawlern, die in diesen tiefen ihre netze ausbrachten und die tiere als zielart oder beifang an bord hievten. erst seit kurzem weiß man aber, dass die fische diese netze erkennen und vor ihnen fliehen - was die zahlen natürlich verfälscht, wenn es einem um die gesamte biomasse geht","als mesopelagische fische bezeichnet man fische, die in den ozeanen unter bedingungen des freien ozeanbodens leben. der name leitet sich von ihrer frischwurzel ab, aus der mesopotamiens in der griechischen mythologie abgeleitet wurde. die wissenschaft geht davon aus, dass die einzigen fische, die in den ozeanen leben, das diurnal der hauptdiurnalfische sind. in der forschung wird der begriff mesopelagische fische im zusammenhang mit der biomass",19.05
"der neue vogelgrippeerreger h7n9 hat seit dem frühling dieses jahres in asien mehrere menschen getötet, bevor die behörden die ansteckungsgefahr vor allem durch rigorose kontrollen und die schließung von geflügelmärkten regional unter kontrolle gebracht haben. dennoch bleibt das virus eine bedrohung, meinen nun forscher um nicole bouvier von der icahn school of medicine in mount sinai : ihr team entdeckten einen gegen grippemittel - etwa den als impfstoff und sofortmaßnahme eingesetzen neuraminidasehemmstoff oseltamivir - resistenten stamm von h7n9 in einem patienten in shanghai. gegen diese viren wäre damit das wirksamste grippe - medikament nutzlos ; zudem bleibt das veränderte virus im tierversuch ansteckend. resistenzen gegen neuraminidase","als h7n9-influenzavirus, h7n9-influenza-virus oder auch h7n9-influenzavirus, wird das ( h ) -virus der influenza a ( h7n9 ) bezeichnet. es ist das einzige virus, das zur gattung h7n9 ( avian influenza a ) gehört.",12.59
"etwa ein drittel aller entenmuscheln im ostpazifik hat plastikteile im verdauungstrakt. das stellten miriam goldstein, vormals university of california in san diego und deb goodwin von der sea education association in woods hole bei untersuchungen an tieren aus dem subtropischen strömungswirbel zwischen dem nordamerikanischen festland und hawaii. anders als wirbeltiere können die sesshaften tiere die gefressenen plastikteile jedoch wieder ausscheiden, die dadurch in die tiefsee sinken. die forscherinnen gehen außerdem davon aus, dass tatsächlich ein noch viel größerer anteil der entenmuscheln regelmäßig plastik frisst – und damit möglicherweise erheblichen einfluss auf den globalen kohlenstoffhaushalt nimmt. entenmuscheln sind kleine krebstiere, deren körper in einem zweischaligen gehäuse steckt und über einem mu","plastikverschmutzung bezeichnet die verschmutzung von meeresmaterial mit hilfe kleinstmöglicher partikel, zum beispiel plastikpartikeln, auf der wasseroberfläche. die bezeichnung plastikverschmutzung wurde in den 1960er jahren in deutschland geprägt. ersten wissenschaftlichen nachweis erfuhr die „ ozeanische plastikverschmutzung “ durch den verein zur förderung der wissenschaft und der meeresfische.",13.25
"welche bakterien sich in unserem mund tummeln, hängt unter anderem davon ab, was wir essen und wie häufig wir uns die zähne putzen. doch auch die gene spielen eine rolle, sagen forscher um purnima kumar von der ohio state university in columbus. ihr team hat die mundflora von 100probanden unterschiedlicher ethnischer abstammung - afroamerikaner, weiße, latinos und chinesen - untersucht. dabei stellte sich heraus, dass bei jedem menschen die zusammensetzung der mikroben unterschiedlich ist. nur acht der rund 400entdeckten bakterienarten kamen bei allen probanden vor ; jeder einzelne hatte etwa 150verschiedene spezies im mund. allerdings zeigten sich auch gemeinsamkeiten : so ähnelt sich die mundflora von personen der gleichen ethnischen abstammung, wie die forscher anhand der bakterien","unter mikrobiologischer kolonisation versteht man die einflussnahme von mikroorganismen auf die gesundheit eines menschen oder tieres. für die beobachtung und infektion von personen, die eine mikrobielle gemeinschaft aufweisen, ist die ethnische besiedlung und ethnische anerkennung voraussetzung. zur beobachtung und infektion von personen, die eine mikrobielle gemeinschaft aufweisen, gehören neben den humanen erkrankungen die malaria, aids, parkinson-krankheiten und die parodontitis.",17.88
